,season,team,wt_rating,wt_rating_elo,sos,line,over_odds,under_odds,line_adj,team_nick,team_color,team_color2,team_logo_espn,over_probability,under_probability,hold
13,2003,IND,1.0978793300826,1517.6178774620212,0.7290677053820587,8.5,-115,-115,8.5,Colts,#002C5F,#a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,0.5,0.5,0.06976744186046502
14,2003,JAX,-1.6048746381668286,1450.6953170731663,0.8632480243932924,7.0,100,-130,6.941157996330362,Jaguars,#006778,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
15,2003,KC,1.1582350258195613,1544.6921224907267,-0.20993490823282776,9.0,-130,100,9.058842003669639,Chiefs,#E31837,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
16,2003,LAC,0.3411530198123029,1529.5518336530045,0.22197102858402454,8.5,120,-150,8.366752869073549,Chargers,#007BC7,#ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,0.4310344827586207,0.5689655172413792,0.05454545454545445
17,2003,LAR,0.9021026661488631,1551.0578103065889,-1.417071573971516,9.5,-130,100,9.558842003669639,Rams,#003594,#FFD100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
18,2003,MIA,3.363297991200225,1563.9625911768053,1.005367882445118,9.5,-145,115,9.615638844811707,Dolphins,#008E97,#F58220,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,0.5599461158509206,0.4400538841490794,0.05695301376364492
19,2003,MIN,-0.700180563816085,1506.9454423029601,-0.2656062512408825,8.0,-130,100,8.058842003669639,Vikings,#4F2683,#FFC62F,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
20,2003,NE,2.0270462098313375,1535.889216305258,1.3760632821361738,8.5,-160,130,8.666732478157819,Patriots,#002244,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,0.5859872611464969,0.4140127388535031,0.050167224080267525
21,2003,NO,0.43427089893569876,1501.8122184445128,0.9004837532390568,8.0,-130,100,8.058842003669639,Saints,#D3BC8D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
22,2003,NYG,2.2492553247777556,1545.6355167587426,1.7288310031592986,8.5,-145,115,8.615638844811707,Giants,#0B2265,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,0.5599461158509206,0.4400538841490794,0.05695301376364492
23,2003,NYJ,2.6905876837899414,1553.542107389701,1.4445900394042912,9.0,-115,-115,9.0,Jets,#003F2D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,0.5,0.5,0.06976744186046502
24,2003,OAK,2.5952201195039737,1585.0250625472145,0.18436562243130483,9.5,-150,120,9.633247130926451,Raiders,#000000,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
25,2003,PHI,5.177465267436413,1616.4751753216026,1.5576349092212607,10.5,130,-160,10.333267521842181,Eagles,#004C54,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,0.4140127388535032,0.5859872611464968,0.050167224080267525
26,2003,PIT,1.8029302529011821,1571.9753805316243,-0.6677780632283613,9.5,-150,120,9.633247130926451,Steelers,#000000,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
27,2003,SEA,-2.358470371691161,1468.0710766379239,-1.2837301412762736,7.5,-180,140,7.708120121948799,Seahawks,#002244,#69be28,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,0.6067415730337079,0.3932584269662921,0.059523809523809534
28,2003,SF,0.8758916009021587,1554.8285730946998,-1.1158166441831414,9.5,115,-145,9.384361155188293,49ers,#AA0000,#B3995D,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,0.4400538841490795,0.5599461158509205,0.05695301376364492
29,2003,TB,4.848675382663274,1614.8271430341563,0.8355922080951956,10.5,-115,-115,10.5,Buccaneers,#A71930,#322F2B,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,0.5,0.5,0.06976744186046502
30,2003,TEN,2.974283370183281,1564.5259673348544,0.6459866418824165,9.5,-135,105,9.57848446288807,Titans,#002244,#4B92DB,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,0.5407914020517831,0.4592085979482169,0.06227296315516351
31,2003,WAS,0.4365298524872334,1499.099259096098,1.6633428207678222,7.5,-150,120,7.633247130926452,Commanders,#5A1414,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
32,2004,ARI,-4.956236108161247,1388.590421076363,-0.11659900521500828,5.5,-130,100,5.558842003669638,Cardinals,#97233F,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
33,2004,ATL,0.4979295706133776,1530.7194062616495,-1.0320251488409804,9.0,-110,-120,8.980566495048684,Falcons,#A71930,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,0.48987854251012153,0.5101214574898785,0.06926406926406914
34,2004,BAL,2.5098696178387994,1554.8744820744319,1.0915770341502258,9.0,100,-130,8.941157996330363,Ravens,#241773,#9E7C0C,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
35,2004,BUF,-0.5469678727338626,1483.9430653246477,0.6118818453799348,7.5,-115,-115,7.5,Bills,#00338D,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,0.5,0.5,0.06976744186046502
36,2004,CAR,0.33138338358761243,1529.2776756623016,-0.23607471906093908,8.5,100,-130,8.441157996330363,Panthers,#0085CA,#000000,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
37,2004,CHI,-2.664937072141863,1440.5298409862642,0.22653250470513872,6.5,-130,100,6.558842003669638,Bears,#0B162A,#C83803,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
38,2004,CIN,0.024223803392836973,1492.897535219489,1.187382903189504,7.5,-115,-115,7.5,Bengals,#FB4F14,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,0.5,0.5,0.06976744186046502
39,2004,CLE,-0.9016435737136594,1467.1939214530812,0.48099083243747676,7.5,120,-150,7.366752869073549,Browns,#FF3C00,#311D00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,0.4310344827586207,0.5689655172413792,0.05454545454545445
40,2004,DAL,1.7699484786933295,1544.8558060993537,0.2343585465189702,9.0,-115,-115,9.0,Cowboys,#002244,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,0.5,0.5,0.06976744186046502
41,2004,DEN,1.4298102513519884,1545.9374805423993,-0.15659745112340326,9.0,-115,-115,9.0,Broncos,#002244,#FB4F14,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,0.5,0.5,0.06976744186046502
42,2004,DET,-2.649745228202529,1441.435383540299,0.24066887605137813,6.5,-130,100,6.558842003669638,Lions,#0076B6,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
43,2004,GB,2.2859280519700005,1564.429433651915,0.055411880447633816,9.5,115,-145,9.384361155188293,Packers,#203731,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,0.4400538841490795,0.5599461158509205,0.05695301376364492
44,2004,HOU,-2.692062143339509,1437.4421411989163,0.42625241243061973,6.5,100,-130,6.441157996330362,Texans,#03202F,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
45,2004,IND,4.1469367094622145,1607.9999034677298,0.004394717240210816,10.5,120,-150,10.366752869073549,Colts,#002C5F,#a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,0.4310344827586207,0.5689655172413792,0.05454545454545445
46,2004,JAX,-0.8740884474589344,1481.5191701526458,0.11684851856668085,7.5,-140,110,7.59739983454946,Jaguars,#006778,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,0.550561797752809,0.449438202247191,0.059523809523809534
47,2004,KC,3.2391356279569092,1591.8336654500351,-0.10669262986408279,10.0,100,-130,9.941157996330363,Chiefs,#E31837,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
48,2004,LAC,-6.514271129750268,1347.6270115162833,0.6794660534395078,4.5,110,-140,4.40260016545054,Chargers,#007BC7,#ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,0.449438202247191,0.550561797752809,0.059523809523809534
49,2004,LAR,2.117544709549669,1567.2496533905382,-0.2256894510270519,9.5,110,-140,9.40260016545054,Rams,#003594,#FFD100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,0.449438202247191,0.550561797752809,0.059523809523809534
50,2004,MIA,2.8593494059402214,1569.6500035195234,0.5574800575287531,9.5,110,-140,9.40260016545054,Dolphins,#008E97,#F58220,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,0.449438202247191,0.550561797752809,0.059523809523809534
51,2004,MIN,0.8607092210713359,1528.5343735682975,0.06340835689270385,8.5,-140,110,8.59739983454946,Vikings,#4F2683,#FFC62F,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,0.550561797752809,0.449438202247191,0.059523809523809534
52,2004,NE,4.7908314848532285,1617.5246526499886,0.530944655431094,10.5,100,-130,10.441157996330363,Patriots,#002244,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
53,2004,NO,-1.4007731509854329,1485.2087964263037,-0.26425042616845495,7.5,-115,-115,7.5,Saints,#D3BC8D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,0.5,0.5,0.06976744186046502
54,2004,NYG,-3.2065871915955935,1420.7736322505177,0.5948792183045266,6.0,-135,105,6.0784844628880705,Giants,#0B2265,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,0.5407914020517831,0.4592085979482169,0.06227296315516351
55,2004,NYJ,1.2740700938487826,1527.6002823052158,-0.06648552135015653,9.0,120,-150,8.866752869073549,Jets,#003F2D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,0.4310344827586207,0.5689655172413792,0.05454545454545445
56,2004,OAK,-1.1204428911146693,1481.9608368496854,-0.07691965826880903,7.5,-130,100,7.558842003669638,Raiders,#000000,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
57,2004,PHI,4.2598540306610095,1607.5976775690608,0.09327622994027321,10.5,100,-130,10.441157996330363,Eagles,#004C54,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
58,2004,PIT,-0.39512051719288666,1481.362454542843,0.8684130712796411,7.5,100,-130,7.441157996330362,Steelers,#000000,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
59,2004,SEA,1.127207205446506,1541.84999649108,-0.34659253694330316,9.0,100,-130,8.941157996330363,Seahawks,#002244,#69be28,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
60,2004,SF,-5.58970624179192,1373.7480094363018,0.2510308678638916,5.0,-130,100,5.058842003669638,49ers,#AA0000,#B3995D,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
61,2004,TB,0.8748340748255539,1541.2522572777814,-0.7906921054924367,9.0,-130,100,9.058842003669639,Buccaneers,#A71930,#322F2B,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
62,2004,TEN,2.517864361803664,1566.600066223713,-0.06804173263740596,9.5,-130,100,9.558842003669639,Titans,#002244,#4B92DB,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
63,2004,WAS,1.4237423543447916,1535.9432167258483,5.267322332243307e-05,9.0,100,-130,8.941157996330363,Commanders,#5A1414,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
64,2005,ARI,-2.6387788705526463,1440.6953233425188,-0.7824281522182939,7.0,-150,120,7.133247130926452,Cardinals,#97233F,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
65,2005,ATL,2.851098182568477,1571.691992866949,0.5946428387496591,9.5,110,-140,9.40260016545054,Falcons,#A71930,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,0.449438202247191,0.550561797752809,0.059523809523809534
66,2005,BAL,3.248344528017248,1590.3439161462375,-0.043219318834034626,10.0,105,-135,9.92151553711193,Ravens,#241773,#9E7C0C,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0.4592085979482169,0.5407914020517831,0.06227296315516351
67,2005,BUF,0.945036734297221,1525.5330958253546,1.0676391276921555,8.0,-135,105,8.07848446288807,Bills,#00338D,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,0.5407914020517831,0.4592085979482169,0.06227296315516351
68,2005,CAR,1.7986798367492827,1545.3332437252368,0.1734764296052788,9.0,-130,100,9.058842003669639,Panthers,#0085CA,#000000,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
69,2005,CHI,-2.4313712130591316,1443.9035655490259,-0.29498305348643145,7.0,100,-130,6.941157996330362,Bears,#0B162A,#C83803,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
70,2005,CIN,0.0306018878459816,1510.3428541682913,0.26639496678627805,8.0,-115,-115,8.0,Bengals,#FB4F14,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,0.5,0.5,0.06976744186046502
71,2005,CLE,-5.6766031195606645,1367.103662157722,0.5404268177165268,5.0,115,-145,4.884361155188292,Browns,#FF3C00,#311D00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,0.4400538841490795,0.5599461158509205,0.05695301376364492
72,2005,DAL,-0.17490192109175692,1501.1525939320309,-0.09628456865661927,8.0,-140,110,8.09739983454946,Cowboys,#002244,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,0.550561797752809,0.449438202247191,0.059523809523809534
73,2005,DEN,1.935485705483548,1553.8899016958374,1.1231205379802622,8.5,-140,110,8.59739983454946,Broncos,#002244,#FB4F14,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,0.550561797752809,0.449438202247191,0.059523809523809534
74,2005,DET,-0.30444223879244914,1496.2285019643252,-0.16325758888670663,8.0,-130,100,8.058842003669639,Lions,#0076B6,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
75,2005,GB,-0.06683413604493692,1502.239432918938,0.3597601006416339,8.0,110,-140,7.90260016545054,Packers,#203731,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,0.449438202247191,0.550561797752809,0.059523809523809534
76,2005,HOU,-1.3728241382928383,1476.0142062057764,-0.08853249159206117,7.5,100,-130,7.441157996330362,Texans,#03202F,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
77,2005,IND,5.795574313669298,1656.3816567877752,-0.7143130060004037,11.5,-110,-120,11.480566495048684,Colts,#002C5F,#a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,0.48987854251012153,0.5101214574898785,0.06926406926406914
78,2005,JAX,0.45166232589598215,1520.944605067228,-0.22398975521456804,8.5,-115,-115,8.5,Jaguars,#006778,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,0.5,0.5,0.06976744186046502
79,2005,KC,2.2889189591664123,1562.844932740556,0.7638020622473988,9.0,-115,-115,9.0,Chiefs,#E31837,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,0.5,0.5,0.06976744186046502
80,2005,LAC,1.3548512245173678,1539.378102227599,1.5108308456103288,8.0,-130,100,8.058842003669639,Chargers,#007BC7,#ffc20e,https://a.espncdn.com/i/teamlogos/nfl/500/lac.png,0.5306122448979592,0.4693877551020408,0.06521739130434767
81,2005,LAR,-1.0572619488452113,1480.8040400201496,-1.037151779872912,8.0,-150,120,8.133247130926451,Rams,#003594,#FFD100,https://a.espncdn.com/i/teamlogos/nfl/500/lar.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
82,2005,MIA,-3.4501981443630263,1415.98732861408,1.137247039168456,5.5,-165,135,5.682680791917193,Dolphins,#008E97,#F58220,https://a.espncdn.com/i/teamlogos/nfl/500/mia.png,0.5940252776713902,0.40597472232860976,0.04817342432757932
83,2005,MIN,1.2624213486283287,1536.4503264443622,-0.42417245199509584,9.0,-135,105,9.07848446288807,Vikings,#4F2683,#FFC62F,https://a.espncdn.com/i/teamlogos/nfl/500/min.png,0.5407914020517831,0.4592085979482169,0.06227296315516351
84,2005,NE,6.203413142337057,1657.4480444998571,1.0406123932189755,11.0,110,-140,10.90260016545054,Patriots,#002244,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/ne.png,0.449438202247191,0.550561797752809,0.059523809523809534
85,2005,NO,-0.6807279497305126,1483.082165867089,0.4183454882344612,7.5,-125,-105,7.5390015095058915,Saints,#D3BC8D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/no.png,0.5203045685279188,0.47969543147208116,0.0677506775067751
86,2005,NYG,-2.7973294776918642,1435.2527345706224,0.17448486347720552,6.5,-120,-110,6.519433504951315,Giants,#0B2265,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png,0.5101214574898786,0.4898785425101214,0.06926406926406914
87,2005,NYJ,2.7801266983976163,1571.7783234975434,1.1533922012021116,9.0,-125,-105,9.03900150950589,Jets,#003F2D,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/nyj.png,0.5203045685279188,0.47969543147208116,0.0677506775067751
88,2005,OAK,-0.3457465621026526,1497.2501044389123,0.6133388040498016,7.5,-145,115,7.615638844811708,Raiders,#000000,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/lv.png,0.5599461158509206,0.4400538841490794,0.05695301376364492
89,2005,PHI,5.636917866584876,1645.010665255592,-0.7421353890807793,11.5,-110,-120,11.480566495048684,Eagles,#004C54,#A5ACAF,https://a.espncdn.com/i/teamlogos/nfl/500/phi.png,0.48987854251012153,0.5101214574898785,0.06926406926406914
90,2005,PIT,2.9465285003926365,1583.08681057742,0.17217343230487064,9.5,-150,120,9.633247130926451,Steelers,#000000,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/pit.png,0.5689655172413793,0.43103448275862066,0.05454545454545445
91,2005,SEA,0.39290057971919273,1516.1501192761427,-1.0807614304668547,9.0,100,-130,8.941157996330363,Seahawks,#002244,#69be28,https://a.espncdn.com/i/teamlogos/nfl/500/sea.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
92,2005,SF,-7.705955785911953,1314.334331229674,-0.5096812444789954,4.5,100,-130,4.441157996330362,49ers,#AA0000,#B3995D,https://a.espncdn.com/i/teamlogos/nfl/500/sf.png,0.4693877551020409,0.5306122448979591,0.06521739130434767
93,2005,TB,-1.8447944958738718,1454.7312447260135,0.23131913480011307,7.0,-115,-115,7.0,Buccaneers,#A71930,#322F2B,https://a.espncdn.com/i/teamlogos/nfl/500/tb.png,0.5,0.5,0.06976744186046502
94,2005,TEN,-3.342362304585878,1426.266750423736,-0.2817089958010132,6.5,-115,-115,6.5,Titans,#002244,#4B92DB,https://a.espncdn.com/i/teamlogos/nfl/500/ten.png,0.5,0.5,0.06976744186046502
95,2005,WAS,-1.469190387861412,1468.7293604023255,-0.2951487169910272,7.5,-115,-115,7.5,Commanders,#5A1414,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/wsh.png,0.5,0.5,0.06976744186046502
96,2006,ARI,-1.4143800968907132,1471.7503830856433,-0.9157673777612336,8.0,110,-130,7.917741547358556,Cardinals,#97233F,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/ari.png,0.4572564612326044,0.5427435387673956,0.04140786749482395
97,2006,ATL,1.2450180975467904,1531.493350639178,1.4108598437229936,8.0,-135,115,8.101343163976072,Falcons,#A71930,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/atl.png,0.552594002855783,0.447405997144217,0.03958436417615041
98,2006,BAL,0.9491276500709263,1529.2179110013296,1.1449925560073273,8.0,-130,110,8.082258452641444,Ravens,#241773,#9E7C0C,https://a.espncdn.com/i/teamlogos/nfl/500/bal.png,0.5427435387673957,0.4572564612326043,0.04140786749482395
99,2006,BUF,-3.349762059964433,1423.6106474439532,-0.6263261001220423,7.0,165,-185,6.739666844016773,Bills,#00338D,#C60C30,https://a.espncdn.com/i/teamlogos/nfl/500/buf.png,0.3676233473073202,0.6323766526926797,0.026481297583581753
100,2006,CAR,4.320138311335127,1608.9620269368238,1.057554131315761,10.0,-110,-110,10.0,Panthers,#0085CA,#000000,https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png,0.5,0.5,0.04761904761904767
101,2006,CHI,-0.03533313512552565,1502.6031288752326,-1.8302556963829497,9.0,-160,140,9.187158624621205,Bears,#0B162A,#C83803,https://a.espncdn.com/i/teamlogos/nfl/500/chi.png,0.5962732919254659,0.40372670807453415,0.03205128205128216
102,2006,CIN,3.3208929290410296,1588.6007805719619,1.9084807042869318,9.0,-105,-115,8.979197523912388,Bengals,#FB4F14,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/cin.png,0.4891657638136511,0.5108342361863489,0.04707884288145214
103,2006,CLE,-1.3068225319809708,1472.9457320231957,1.3629896272226487,6.5,-175,155,6.732343874727438,Browns,#FF3C00,#311D00,https://a.espncdn.com/i/teamlogos/nfl/500/cle.png,0.6187175043327556,0.38128249566724437,0.028520499108734443
104,2006,DAL,3.273576412872062,1585.0558480679595,0.8711101331648186,9.5,-110,-110,9.5,Cowboys,#002244,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/dal.png,0.5,0.5,0.04761904761904767
105,2006,DEN,4.113864034755877,1612.6154885018993,0.732111446374413,10.0,-110,-110,10.0,Broncos,#002244,#FB4F14,https://a.espncdn.com/i/teamlogos/nfl/500/den.png,0.5,0.5,0.04761904761904767
106,2006,DET,-3.756692075588929,1410.392467544186,-1.3436771119032782,7.0,120,-140,6.880273256106698,Lions,#0076B6,#B0B7BC,https://a.espncdn.com/i/teamlogos/nfl/500/det.png,0.43795620437956206,0.5620437956204379,0.037878787878787845
107,2006,GB,-5.1284319845975315,1376.642054301237,-1.4346324108106627,6.0,-160,140,6.187158624621205,Packers,#203731,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/gb.png,0.5962732919254659,0.40372670807453415,0.03205128205128216
108,2006,HOU,-4.379532581256365,1398.433996342117,0.6207995571563654,5.5,-130,110,5.582258452641444,Texans,#03202F,#A71930,https://a.espncdn.com/i/teamlogos/nfl/500/hou.png,0.5427435387673957,0.4572564612326043,0.04140786749482395
109,2006,IND,6.278732520929705,1666.8133381588411,0.009564022456145793,11.5,110,-130,11.417741547358556,Colts,#002C5F,#a5acaf,https://a.espncdn.com/i/teamlogos/nfl/500/ind.png,0.4572564612326044,0.5427435387673956,0.04140786749482395
110,2006,JAX,1.9658463646451887,1556.5476848500316,0.5951117930776983,9.0,110,-130,8.917741547358556,Jaguars,#006778,#000000,https://a.espncdn.com/i/teamlogos/nfl/500/jax.png,0.4572564612326044,0.5427435387673956,0.04140786749482395
111,2006,KC,2.7652882346215826,1577.8161157069437,0.4998426815251731,9.5,110,-130,9.417741547358556,Chiefs,#E31837,#FFB612,https://a.espncdn.com/i/teamlogos/nfl/500/kc.png,0.4572564612326044,0.5427435387673956,0.04140786749482395
